Perusahaan,Tahun,TOBINQ,PDEBT,SIZE,LEV,LIQ,INTCOV,PROF,DR,GROWTH,FIRMAGE,y1,y2,y3,y4,y5,i1,i2,i3,i4,i5,i6,i7,i8,LogTobinsQ,LnTobinQ,Total Assets,LogAssets,MarkCap,LogMarkCap,LogAge,InterestExp,TotalDebt,AveInterestRate,FreeCashFlow
100,2013,1.167990277,0,8.758446891,0.116535171,1.30030092,5.057,0.118804063,0,0.397380743,25,0,0,0,0,1,0,0,0,0,0,0,0,1,0.067439227,0.15528456,573385744,8.758446891,647518725,8.811252332,1.397940009,13470546.96,66819606,0.201595726,573385744
101,2009,0.572809836,0,9.186020663,0.044446761,1.998388972,5.108,0.080801334,0,0.115544604,39,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.241989533,-0.557201492,1534690000,9.186020663,883086000,8.946003,1.591064607,24276624.9,68212000,0.35589962,1534690000
101,2010,1.087699326,0,9.210994722,0.02954915,2.425485768,14.235,0.118179989,0,0.09338989,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0.03650886,0.084064756,1625529000,9.210994722,1888360000,9.276084792,1.602059991,13495258.17,48033000,0.280958053,1625529000
101,2011,2.030338935,0,9.245236869,0.014085925,2.747542647,21.51,0.138337106,0,0.072698236,41,0,0,1,0,0,0,0,0,0,1,0,0,0,0.307568543,0.708202742,1758882665,9.245236869,4109960000,9.613837595,1.612783857,11311889.26,24775490,0.456575804,1758882665
101,2012,1.36798803,0,9.309202397,0.013667263,2.803132149,41.493,0.139920523,0,0.164379554,42,0,0,0,1,0,0,0,0,0,1,0,0,0,0.136082297,0.313341069,2037991636,9.309202397,3276860000,9.515457887,1.62324929,6872408.72,27853768,0.246731743,2037991636
101,2013,2.895895884,0,9.386080741,0.020958409,2.426696742,30.475,0.120758975,0,0.039776322,43,0,0,0,0,1,0,0,0,0,1,0,0,0,0.461782944,1.063294522,2432656231,9.386080741,8136610000,9.9104435,1.633468456,9639543.035,50984604,0.189067724,2432656231
102,2009,0.66025741,0,8.67368376,0.192591062,3.137003623,17.241,0.073453467,0,0.493532376,38,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.180286716,-0.415125505,471719425,8.67368376,320578809,8.505934811,1.579783597,2009710.98,90848945,0.022121456,471719425
102,2010,0.438974879,0,8.762237294,0.106017856,2.634340678,23.84,0.120393422,0,0.499838212,39,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.357560332,-0.823313091,578412000,8.762237294,416752451,8.619878163,1.591064607,2921015.101,61322000,0.047634048,578412000
102,2011,0.655703228,0,9.029203892,0.049325247,2.187524189,28.094,0.091254512,0,0.234132543,40,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.183292678,-0.422046988,1069556896,9.029203892,749352965,8.87468643,1.602059991,3474118.78,52756158,0.065852384,1069556896
102,2012,0.517952545,0,9.058659667,0.001026712,3.070759489,29.389,0.156064152,0,0.131600034,41,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.285710028,-0.657871652,1144615618,9.058659667,569027385,8.755133168,1.612783857,6078242.404,1175191,5.172131512,1144615618
102,2013,0.45231463,0,9.119284422,0.085589323,2.550156657,11.257,0.087710002,0,-0.073190675,42,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.344559364,-0.793377256,1316086464,9.119284422,557005680,8.745859624,1.62324929,10254414.76,112642949,0.09103468,1316086464
103,2009,0.401076321,0,8.549960199,0.072585815,1.025220472,0.822,0.017388832,0,0.800739569,28,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.396772977,-0.913603543,354780874,8.549960199,123200000,8.090610708,1.447158031,7505139.903,25752059,0.29143844,354780874
103,2010,0.276349144,0,8.605514831,0.09551676,1.01793875,1.9,0.030520249,0,0.593666851,29,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.558541876,-1.286090197,403194715,8.605514831,127680000,8.106122874,1.462397998,6476633.158,38511853,0.168172463,403194715
103,2011,0.401077641,0,8.808180421,0.077765968,0.93204047,3,0.059383397,0,0.179756011,30,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.396771548,-0.913600253,642954768,8.808180421,151200000,8.179551791,1.477121255,12726946,50000000,0.25453892,642954768
103,2012,0.373590421,0,8.858074223,0.191435991,0.975079798,2.591,0.072270621,0,0.012341107,31,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.427604268,-0.984595214,721230731,8.858074223,176960000,8.24787511,1.491361694,20117249.32,138069520,0.145703768,721230731
103,2013,0.399435734,0,8.815140465,0.1027368,0.95651733,1.528,0.047283427,0,-0.109654285,32,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.398553085,-0.917702392,653341830,8.815140465,173600000,8.239549721,1.505149978,20217435.21,67122249,0.301203185,653341830
104,2009,1.447228708,0,9.200980658,0.534949851,0.255722665,1.788,0.088478517,0,0.152421857,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0.160537169,0.369650492,1588476000,9.200980658,1654800630,9.218745678,1.204119983,78605145.41,849755000,0.092503304,1588476000
104,2010,0.523303994,0,9.217288073,0.44386681,0.244673542,2.138,0.075139942,0,0.251771299,17,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.28124595,-0.647592733,1649256000,9.217288073,1010300247,9.004450459,1.230448921,57963049.58,732050000,0.079179086,1649256000
104,2011,0.543964656,1,9.563109878,0.247029634,2.882051939,3.261,0.014006229,0,0.26889055,18,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.264429317,-0.608871004,3656873000,9.563109878,1045138187,9.019173716,1.255272505,15706531.74,903356000,0.017386868,3656873000
104,2012,0.499598392,1,9.618523572,0.292399699,1.360115287,3.764,0.005969605,0,0.3264143,19,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.301378968,-0.69395072,4154546000,9.618523572,1010457386,9.004518003,1.278753601,6589001.063,1214788000,0.005423993,4154546000
104,2013,0.522055649,1,9.700927814,0.298415897,0.761782884,1.779,0.035332162,0,0.155046856,20,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.2822832,-0.649981089,5022591000,9.700927814,4512214879,9.654389773,1.301029996,99752107.93,1498821000,0.066553717,5022591000
105,2009,0.475209598,0,8.737077873,0.24009831,1.197093376,2.129,0.057107608,0,0.170045647,37,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.323114796,-0.743999313,545855729,8.737077873,95175000,7.978522885,1.568201724,14641857.68,131059038,0.111719557,545855729
105,2010,0.381760112,0,8.739781926,0.301932583,1.266374283,2.272,0.063138922,0,0.051160792,38,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.41820945,-0.962962846,549265000,8.739781926,99225000,7.996621108,1.579783597,15264084.51,165841000,0.092040476,549265000
105,2011,0.500816394,0,8.761851648,0.210060442,1.358159215,2.85,0.082496319,0,0.102351437,39,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.300321463,-0.691515723,577898607,8.761851648,200475000,8.302060222,1.591064607,16727897.54,121393637,0.1377988,577898607
105,2012,0.472108924,0,8.747452789,0.142218749,1.591051708,5.729,0.103224322,0,0.065303793,40,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.32595779,-0.750545549,559052751,8.747452789,139725000,8.145274118,1.602059991,10072934.37,79507783,0.126691174,559052751
105,2013,0.489818851,0,8.922594581,0.305123126,1.444552255,3.847,0.076182749,0,0.173061787,41,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.309964504,-0.713719647,836747803,8.922594581,147420000,8.168556407,1.612783857,16570249.03,255311105,0.064902187,836747803
106,2009,7.070574525,0,8.434145459,0.047661871,2.057404128,31.129,0.183790579,0,1.383956376,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0.849454704,1.955941739,271734924,8.434145459,3700000000,9.568201724,1.397940009,1604366.314,12951395,0.123875947,271734924
106,2010,6.634268361,0,8.720209591,0.023771483,2.502426307,318.654,0.452663009,0,1.194864886,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0.821793035,1.892248392,525060794,8.720209591,6450000000,9.809559715,1.414973348,745873.5776,12481474,0.059758453,525060794
106,2011,2.494516943,0,8.988616273,0.012965673,2.823888279,330.074,0.660847266,0,-0.056013218,27,0,0,1,0,0,0,1,0,0,0,0,0,0,0.396986458,0.9140951,974128552,8.988616273,2475000000,9.393575203,1.431363764,1950320.807,12630232,0.154416863,974128552
106,2012,1.554492067,0,8.997558341,0.005562986,1.947600913,171.109,0.337018886,0,0.009761263,28,0,0,0,1,0,0,1,0,0,0,0,0,0,0.19158851,0.441148847,994393646,8.997558341,1986500559,9.298088692,1.447158031,1958572.834,5531798,0.354057186,994393646
106,2013,0.800859438,0,9.108826748,0.008305331,1.735106613,201.204,0.20611507,0,-0.205870957,29,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.096443702,-0.222069831,1284774027,9.108826748,973869786,8.988500892,1.462397998,1316133.322,10670474,0.123343473,1284774027
107,2009,4.720449008,1,9.809767924,0.052792978,2.986965556,31.607,0.235411918,1,0.125387627,44,1,0,0,0,0,0,0,0,0,1,0,0,0,0.673983311,1.551903924,6453093000,9.809767924,33007046872,10.51860667,1.643452676,48063245.48,340678000,0.141081154,6453093000
107,2010,3.886816259,0,9.844956685,0.003621607,4.393653488,139.456,0.254828929,1,0.066987902,45,0,1,0,0,0,0,0,0,0,1,0,0,0,0.589594011,1.35759038,6997722000,9.844956685,31875083035,10.50345132,1.653212514,12786986.58,25343000,0.504556942,6997722000
107,2011,5.329405026,0,9.915770211,0.017082256,3.652744477,826.827,0.241551597,1,0.24968658,46,0,0,1,0,0,0,0,0,0,1,0,0,0,0.726678727,1.673239605,8237021720,9.915770211,49687629437,10.69624828,1.662757832,2406387.005,140706913,0.017102124,8237021720
107,2012,5.263779182,0,9.971354397,0.021857643,3.405397412,132.784,0.248409203,1,0.173486036,47,0,0,0,1,0,0,0,0,0,1,0,0,0,0.721297662,1.660849244,9361693048,9.971354397,58593902638,10.76785243,1.672097858,17513636.47,204624548,0.085589127,9361693048
107,2013,6.972636827,0,10.05086129,0.0519384,2.839259175,90.816,0.231369753,1,0.08538872,48,0,0,0,0,1,0,0,0,0,1,0,0,0,0.843397045,1.941993464,11242458298,10.05086129,85781473461,10.9333935,1.681241237,28642142.35,583915300,0.049051879,11242458298
108,2009,0.493033764,0,8.727160677,0.130053705,1.157611456,2.161,0.030931605,0,0.177934968,9,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.307123338,-0.70717762,533532251,8.727160677,175950000,8.245389271,0.954242509,7636746.414,69387846,0.110058848,533532251
108,2010,0.673778725,0,8.706347614,0.147061203,1.150605594,2.023,0.034917092,0,-0.040007017,10,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.171482706,-0.394853523,508566342,8.706347614,176551872,8.246872327,1,8777883.342,74790378,0.117366479,508566342
108,2011,0.935358431,0,8.484174651,0.094753244,0.907463971,33.53,0.354571249,0,0.252698036,11,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.029021935,-0.066825474,304912094,8.484174651,294253120,8.468721076,1.041392685,3224368.088,28891410,0.111603002,304912094
108,2012,0.834709946,0,8.523289147,0.053432871,1.151623465,39.297,0.114908263,0,0.263911297,12,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.078464412,-0.180670985,333648477,8.523289147,269732026,8.430932514,1.079181246,975620.709,17827796,0.054724696,333648477
108,2013,0.87231792,0,8.522970678,0.025685143,1.338473779,79.368,0.127280094,0,0.083524833,13,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.059325206,-0.136601334,333403902,8.522970678,436475461,8.639959832,1.113943352,534669.8921,8563527,0.06243571,333403902
109,2009,0.688008068,0,7.960255489,0.643802089,1.058750427,9.794,0.085080358,0,0.499296482,23,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.162406469,-0.373954715,91254752,7.960255489,7600000,6.880813592,1.361727836,792728.9157,58750000,0.013493258,91254752
109,2010,0.682415484,0,7.918665924,0.59635486,1.119981014,5.854,0.03994933,0,-0.135555362,24,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.165951128,-0.382116592,82921266,7.918665924,13680000,7.136086097,1.380211242,565877.8613,49450500,0.011443319,82921266
109,2011,0.715517073,0,7.864504009,0.495527195,1.322588843,10.701,0.063585243,0,0.162842717,25,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.145379999,-0.334749818,73198808,7.864504009,19000000,7.278753601,1.397940009,434946.6405,36272000,0.011991251,73198808
109,2012,0.889236803,0,7.906405251,0.479823169,1.381641457,2.507,0.081048112,0,0.366439757,26,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.050982571,-0.117391709,80613031,7.906405251,25840000,7.412292509,1.414973348,2606116.474,38680000,0.067376331,80613031
109,2013,0.863060452,0,8.01890244,0.641842286,1.109067696,0.648,0.080895269,0,0.118349456,27,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.063958784,-0.147270542,104448556,8.01890244,25080000,7.399327532,1.431363764,13039188.27,67039500,0.194500082,104448556
110,2009,1.157184251,0,9.120412028,0.45386538,0.567028986,0.844,0.031943724,0,0.13255492,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0.063402514,0.145989684,1319508000,9.120412028,932009765,8.969420463,1.301029996,49940758.29,598879000,0.083390398,1319508000
110,2010,0.944400118,0,9.098180116,0.413753798,0.216005765,1.228,0.068807277,0,0.167563365,21,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.024843967,-0.057205349,1253661000,9.098180116,721875725,8.858462438,1.322219295,70245114.01,518707000,0.135423493,1253661000
110,2011,0.856510067,0,9.073517672,0.334940738,0.152751137,1.335,0.0648423,0,-0.061803647,22,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.067267528,-0.154889207,1184452564,9.073517672,694111274,8.841429098,1.342422681,57530058.43,396721416,0.145013745,1184452564
110,2012,0.620882096,0,9.062749013,0.255779009,0.360744946,1.544,0.058815884,0,-0.106081325,23,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.206990863,-0.476614076,1155444295,9.062749013,448197566,8.651469494,1.361727836,44014558.29,295538397,0.148930084,1155444295
110,2013,0.364420404,0,9.007260088,0.180114757,0.173695858,0.916,0.029220304,0,-0.444089684,24,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.438397315,-1.009447122,1016857480,9.007260088,198317507,8.297361054,1.380211242,32437647.38,183151038,0.177108728,1016857480
111,2009,0.736010685,0,8.336235985,0.446729156,1.167948003,1.036,0.030289334,0,0.36788356,14,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.133115881,-0.306510643,216888230,8.336235985,40180428,7.604014559,1.146128036,6341119.691,96890296,0.065446386,216888230
111,2010,0.666767675,0,8.404007735,0.577518875,0.979197424,2.335,0.09985465,0,-0.086806915,15,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.176025463,-0.405313607,253517378,8.404007735,39392576,7.595414382,1.176091259,10841494.22,146411071,0.074048323,253517378
111,2011,0.743818204,0,8.402455715,0.510827267,1.189172758,1.589,0.059401327,0,-0.210763748,16,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.128533197,-0.295958623,252613011,8.402455715,39392576,7.595414382,1.204119983,9443390.812,129041614,0.073180973,252613011
111,2012,0.631800351,0,8.430719516,0.597703183,1.17014625,1.045,0.041028485,0,0.245233648,17,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.199420137,-0.459181835,269599769,8.430719516,39392576,7.595414382,1.230448921,10584947.37,161140640,0.065687634,269599769
111,2013,0.623628409,0,8.536928458,0.517384572,1.179411561,0.98,0.031333575,0,-0.145866776,18,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.205074109,-0.472200587,344293210,8.536928458,40180428,7.604014559,1.255272505,11008098.98,178131995,0.061797427,344293210
112,2009,0.659279287,0,8.730354266,0.140701699,2.784279696,1.689,0.035928272,0,0.053664085,38,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.180930569,-0.41660803,537470047,8.730354266,272299771,8.435047276,1.579783597,11433019.54,75622949,0.151184524,537470047
112,2010,0.576552628,0,8.784560313,0.212094559,1.762363176,1.453,0.024040991,0,0.250483693,39,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.239161044,-0.550688654,608920104,8.784560313,206746122,8.315437372,1.591064607,10075046.8,129148641,0.078011249,608920104
112,2011,0.604104388,0,8.836258029,0.275127577,1.477182149,1.505,0.033659948,0,0.191309204,40,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.21888801,-0.504008269,685895619,8.836258029,257172006,8.410223692,1.602059991,15340339.53,188708800,0.081291066,685895619
112,2012,0.599270606,0,8.911239145,0.288615151,1.239461941,1.222,0.034251577,0,0.130129209,41,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.222377024,-0.51204202,815153025,8.911239145,216831299,8.336121972,1.612783857,22848017.18,235265513,0.097115879,815153025
112,2013,0.553354328,0,8.91497193,0.335546371,1.193544205,0.512,0.017911627,0,-0.240439431,42,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.256996689,-0.591756744,822189507,8.91497193,176490592,8.24672156,1.62324929,28763187.5,275882705,0.104258756,822189507
113,2009,0.736719803,0,7.855079023,0.278645805,2.124949963,5.02,0.067818779,0,0.290046874,21,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.132697656,-0.305547645,71627373,7.855079023,46080000,7.66351247,1.322219295,967665.5378,19958667,0.048483475,71627373
113,2010,0.593789731,0,7.886006318,0.137610377,2.444452217,7.599,0.154450826,0,0.288866676,22,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.226367317,-0.521230011,76914163,7.886006318,48000000,7.681241237,1.342422681,1563292.012,10584187,0.147700717,76914163
113,2011,0.811769717,0,7.984332643,0.096157393,2.354928391,13.754,0.169354268,0,0.07496284,23,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.090567154,-0.208538579,96456754,7.984332643,100800000,8.003460532,1.361727836,1187680.893,9275030,0.128051434,96456754
113,2012,0.579311692,0,8.104010071,0.018445958,4.067414003,70.89,0.359793543,0,0.14851998,24,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.237087706,-0.545914618,127060357,8.104010071,76800000,7.88536122,1.380211242,644879.3342,2343750,0.275148516,127060357
113,2013,0.476260271,0,8.147011286,0.031854792,4.196560198,37.564,0.142348047,0,-0.027862799,25,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.322155645,-0.741790786,140285016,8.147011286,61920000,7.791830948,1.397940009,531607.3368,4468750,0.118961082,140285016
114,2009,0.513784339,0,8.136043088,0.105436545,2.270081533,15.822,0.094301977,0,0.02463639,28,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.289219138,-0.665951675,136786453,8.136043088,66406250,7.822208956,1.447158031,815271.9631,14422291,0.056528603,136786453
114,2010,0.34292792,0,8.175375294,0.070345567,2.516576691,29.331,0.107299699,0,0.057774505,29,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.464797155,-1.070234999,149752918,8.175375294,46750000,7.669781615,1.462397998,547831.407,10534454,0.052003778,149752918
114,2011,0.987789113,0,8.192011038,0.042479049,2.935575734,39.98,0.073835673,0,0.091784379,30,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.005335765,-0.012286053,155600518,8.192011038,162562500,8.21102037,1.477121255,287365.4077,6609762,0.043475908,155600518
114,2012,0.580980921,0,8.228983672,0.028307409,2.903120071,12.049,0.067910971,0,0.123579912,31,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.23583813,-0.543037362,169427410,8.228983672,106250000,8.026328939,1.491361694,954932.3595,4796051,0.199108049,169427410
114,2013,0.756836495,0,8.286200115,0.031277014,2.484108511,8.587,0.032582345,0,-0.091616713,32,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.120997934,-0.27860804,193285874,8.286200115,131750000,8.119750624,1.505149978,733400.1397,6045405,0.121315303,193285874
115,2009,0.215473397,0,8.977579579,0.008473336,10.23348167,-93.357,-0.136739024,0,-0.107613425,27,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.666606342,-1.534917826,949685000,8.977579579,286756037,8.45751257,1.431363764,1390993.712,8047000,0.172858669,949685000
115,2010,0.207524307,0,9.131827101,0.003790647,15.94814727,711.424,0.26993836,0,0.384796,28,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.682931029,-1.572506806,1354650000,9.131827101,239938725,8.380100347,1.447158031,514000.09,5135000,0.100097389,1354650000
115,2011,0.204907772,0,9.066598718,0.001697646,12.50532439,-391.828,-0.154616155,0,-0.073028665,29,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.688441569,-1.585195293,1165732000,9.066598718,321869021,8.507679179,1.462397998,460000.3063,1979000,0.232440781,1165732000
115,2012,0.303239842,0,9.19878818,0.001254685,21.7855537,1823.523,0.176528352,0,0.017215408,30,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.518213738,-1.193231228,1580477000,9.19878818,561807745,8.749587722,1.477121255,152999.9896,1983000,0.077155819,1580477000
115,2013,0.284992771,0,9.269616602,0.001264752,29.01604721,978.196,0.147745914,0,-0.009107256,31,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.545166156,-1.255291465,1860444000,9.269616602,702259682,8.846497735,1.491361694,280999.9223,2353000,0.119421981,1860444000
116,2009,0.628345466,1,9.482219077,0.508054893,1.121293116,1.912,0.083107719,0,0.041332687,59,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.201801515,-0.464665159,3035422000,9.482219077,624000000,8.79518459,1.770852012,131938807.5,1542161000,0.085554496,3035422000
116,2010,0.623845785,1,9.550770943,0.452790286,1.101137079,1.975,0.067903843,0,0.417081845,60,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.204922755,-0.471852081,3554438000,9.550770943,624000000,8.79518459,1.77815125,122207594.9,1609415000,0.075932929,3554438000
116,2011,0.594936299,1,9.60315347,0.468238072,1.037720692,1.681,0.055257446,0,0.123804615,61,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.225529532,-0.519300939,4010084000,9.60315347,577200000,8.761326322,1.785329835,131818560.4,1877674000,0.070203113,4010084000
116,2012,0.507162246,1,9.603985396,0.451274624,0.84125682,1.989,0.070397208,0,-0.077049215,62,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.294853084,-0.678924315,4017773000,9.603985396,561600000,8.749427099,1.792391689,142202111.6,1813119000,0.078429552,4017773000
116,2013,1.001041212,1,9.652651526,0.382200934,1.139630725,2.328,0.063437224,0,0.026732361,63,0,0,0,0,1,0,0,0,0,0,0,0,1,0.000451957,0.00104067,4494191000,9.652651526,2808000000,9.448397103,1.799340549,122465206.2,1717684000,0.071296703,4494191000
117,2009,1.646212648,1,8.940464776,0.516218265,1.321905523,3.31,0.184654313,0,0.089854264,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0.216485934,0.498477284,871896183,8.940464776,1084800000,9.035349677,1.431363764,48640299.4,450088735,0.108068244,871896183
117,2010,1.730910559,1,8.972347438,0.490094445,1.423022778,6.157,0.286166625,0,0.293609703,28,0,1,0,0,0,0,0,1,0,0,0,0,0,0.238274627,0.548647605,938312361,8.972347438,1661100000,9.220395778,1.447158031,43611122.62,459861676,0.094835306,938312361
117,2011,2.746542499,1,9.114791386,0.455633956,1.398819794,6.101,0.242973042,0,0.271443113,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0.438786324,1.010342848,1302540952,9.114791386,4025625000,9.604833316,1.462397998,51873846.42,593481887,0.087405947,1302540952
117,2012,2.930800511,1,9.246702493,0.46551341,1.048622387,6.699,0.255148439,0,0.251828309,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0.466986259,1.075275598,1764828436,9.246702493,5381625000,9.730913432,1.477121255,67217975.82,821551303,0.081818355,1764828436
117,2013,1.651105715,1,9.336195561,0.449279991,1.010653583,5.609,0.174459563,0,0.073691768,31,0,0,0,0,1,0,0,1,0,0,0,0,0,0.217774881,0.501445193,2168680435,9.336195561,3814830000,9.581475189,1.491361694,67453564.27,974344727,0.06922967,2168680435
118,2009,0.237834344,1,8.790986059,0.015906629,1.467570213,4.801,0.007457247,0,0.032966549,40,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.623725432,-1.436180883,617996562,8.790986059,115662017,8.063190762,1.602059991,959915.226,9830242,0.097649196,617996562
118,2010,0.251484588,1,8.814926077,0.060715534,1.027713191,1.609,0.0078013,0,0.231987969,41,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.599488625,-1.380373571,653019390,8.814926077,115662017,8.063190762,1.612783857,3166190.18,39648421,0.079856653,653019390
118,2011,0.283480179,0,8.825477144,0.078616982,1.037303065,1.414,0.012279599,0,0.019802355,42,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.547477302,-1.260613075,669078607,8.825477144,115662017,8.063190762,1.62324929,5810478.784,52600941,0.1104634,669078607
118,2012,0.306940187,0,8.848394649,0.119498204,1.011946478,2.066,0.009159965,0,0.083880856,43,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.512946247,-1.181102381,705333724,8.848394649,115662017,8.063190762,1.633468456,3127217.812,84286113,0.037102409,705333724
118,2013,0.31932921,0,8.869318137,0.150671262,0.991364937,3.395,0.007741519,0,0.02975717,44,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.495761354,-1.141532703,740147262,8.869318137,115662017,8.063190762,1.643452676,1687736.082,111518922,0.015134078,740147262
119,2009,1.484063456,1,9.527023109,0.332465928,1.448668353,3.468,0.117689052,0,0.145975988,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0.171452471,0.394783904,3365294759,9.527023109,4440500000,9.647431874,1.176091259,114203676.8,1118845845,0.102072754,3365294759
119,2010,2.206768313,1,9.56053937,0.262566174,1.269757059,3.226,0.109942661,1,0.249826903,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0.343756739,0.791529144,3635292576,9.56053937,8549000000,9.931915317,1.204119983,123891426.2,954504864,0.129796537,3635292576
119,2011,2.182730982,1,9.641539368,0.255235089,1.07651658,4.926,0.138789683,1,0.28783215,17,0,0,1,0,0,0,0,0,0,0,0,0,1,0.339000213,0.780576837,4380658190,9.641539368,11039000000,10.04292973,1.230448921,123424718.4,1118097684,0.110388135,4380658190
119,2012,1.528452555,1,9.775497972,0.331622966,1.216133394,4.552,0.126004042,1,0.28333951,18,0,0,0,1,0,0,0,0,0,0,0,0,1,0.184251962,0.424255821,5963455349,9.775497972,9130000000,9.960470778,1.255272505,165074577.3,1977618748,0.083471386,5963455349
119,2013,1.367919382,1,9.891530013,0.35641706,1.117376202,2.968,0.091420182,1,0.214486905,19,0,0,0,0,1,0,0,0,0,0,0,0,1,0.136060503,0.313290886,7789866471,9.891530013,8424500000,9.925544135,1.278753601,239943061.7,2776441307,0.086421082,7789866471
120,2009,0.963224648,0,9.404156955,0.255807369,0.859245418,5.039,0.113240104,0,0.186443784,22,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.016272413,-0.037468615,2536045000,9.404156955,2020248328,9.305404756,1.342422681,56991863.46,648739000,0.087850219,2536045000
120,2010,1.137244809,0,9.482646663,0.298321952,0.670366535,7.781,0.085797449,0,0.42608778,23,0,1,0,0,0,0,0,0,1,0,0,0,0,0.055853963,0.128608503,3038412000,9.482646663,3060982315,9.48586082,1.361727836,33503148.7,906425000,0.036961854,3038412000
120,2011,0.970280558,0,9.675443696,0.490970154,0.481782785,2.975,0.060722088,0,0.047856532,24,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.013102671,-0.030170014,4736349000,9.675443696,4132326125,9.616194589,1.380211242,96672605.04,2325406000,0.041572356,4736349000
120,2012,0.790848784,0,9.778489294,0.282095412,1.393306636,1.246,0.012232231,0,0.132114431,25,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.101906549,-0.2346485,6004672070,9.778489294,3581349309,9.554046682,1.397940009,58949063.4,1693890443,0.034800989,6004672070
