Perusahaan,Tahun,TOBINQ,PDEBT,SIZE,LEV,LIQ,INTCOV,PROF,DR,GROWTH,FIRMAGE,y1,y2,y3,y4,y5,i1,i2,i3,i4,i5,i6,i7,i8,LogTobinsQ,LnTobinQ,Total Assets,LogAssets,MarkCap,LogMarkCap,LogAge,InterestExp,TotalDebt,AveInterestRate,FreeCashFlow
40,2012,2.182221043,0,8.022105364,4.86E-05,3.425918979,-26.469,-0.059609551,0,0.603231761,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0.338898739,0.780343185,105221712,8.022105364,1781912280,9.250886321,1.544068044,236964.7134,5118,46.30025663,105221712
40,2013,1.688510898,0,8.912393647,0.002039424,1.626550682,-106.476,-0.041989175,0,-0.147523965,36,0,0,0,0,1,0,0,0,0,0,0,0,1,0.227503868,0.523847015,817322862,8.912393647,1477502266,9.169528156,1.556302501,322314.0708,1666868,0.193365084,817322862
41,2009,0.717566526,0,8.336787844,0.301721032,1.91346601,11.404,0.222030993,0,0.153197219,23,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.144137829,-0.331889617,217164006,8.336787844,105686783,8.024020679,1.361727836,4228090.144,65522948,0.064528387,217164006
41,2010,1.539515362,0,8.435861655,0.330167054,1.845428418,17.584,0.147375317,0,0.209296392,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0.187384027,0.431467667,272810860,8.435861655,410493590,8.61330638,1.380211242,2286486.977,90073158,0.025384776,272810860
41,2011,1.381839859,0,8.569158776,0.432515406,1.5827387,6.857,0.120220206,0,0.011380347,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0.140457716,0.323415843,370816266,8.569158776,447254210,8.650554437,1.397940009,6501328.278,160383748,0.040536079,370816266
41,2012,0.67030691,0,8.639872905,0.356939767,1.604669547,8.207,0.12340068,0,0.184652512,26,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.173726304,-0.400019597,436388106,8.639872905,173399985,8.239049056,1.414973348,6561543.682,155764269,0.042124832,436388106
41,2013,0.678868388,0,8.773746666,0.378361004,1.530518641,7.703,0.080043366,0,0.012073956,27,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.168214414,-0.387328002,593945596,8.773746666,241555583,8.38301708,1.431363764,6171803.843,224725852,0.027463702,593945596
42,2009,1.262832572,1,9.443533496,0.413869701,0.923976812,1.952,0.089330648,0,0.1881499,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0.101345775,0.233357271,2776729000,9.443533496,2720000000,9.434568904,1.322219295,127073258.2,1149204000,0.110575023,2776729000
42,2010,1.331113721,1,9.458839164,0.317184067,3.045326403,6.808,0.154994224,0,0.070741761,22,0,1,0,0,0,0,0,0,0,0,0,1,0,0.12421516,0.286015976,2876333000,9.458839164,3360000000,9.526339277,1.342422681,65483989.42,912327000,0.071776884,2876333000
42,2011,1.194644676,1,9.504716146,0.280064314,6.118194334,7.206,0.140418637,0,0.124493542,23,0,0,1,0,0,0,0,0,0,0,0,1,0,0.077238752,0.177848799,3196805000,9.504716146,3360000000,9.526339277,1.361727836,62294060.51,895311000,0.069578125,3196805000
42,2012,1.844246837,1,9.575084884,0.300815774,9.117935179,9.982,0.145599786,0,0.065409412,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0.265819047,0.612070976,3759108698,9.575084884,7370000000,9.867467488,1.380211242,54831238.43,1130799191,0.048488926,3759108698
42,2013,1.458889254,1,9.679718812,0.303438301,3.822882758,10.849,0.115867772,0,0.351155209,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0.164022325,0.377675361,4783202994,9.679718812,6512000000,9.813714392,1.397940009,51084807.36,1451406991,0.035196749,4783202994
43,2009,0.60759883,0,8.942907809,0.097042745,2.03896471,1.323,0.018298059,0,1.168301774,40,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.216383071,-0.498240435,876814674,8.942907809,653968788,8.815557021,1.602059991,12126989.42,85088503,0.142522068,876814674
43,2010,0.458038939,0,9.082408745,0.066659852,1.459962365,8.886,0.087965349,0,0.359911562,41,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.3390976,-0.780801078,1208951129,9.082408745,522325720,8.717941412,1.612783857,11967792.93,80588503,0.148504966,1208951129
43,2011,1.268407414,0,9.231861962,0.151786576,1.324871522,7.048,0.076458369,0,0.462043958,42,0,0,1,0,0,0,0,0,0,0,0,0,1,0.103258772,0.237762109,1705540208,9.231861962,1528759130,9.184339064,1.62324929,18502103.01,258878108,0.071470327,1705540208
43,2012,0.729922645,0,9.176301301,0.249727452,1.630169739,3.147,0.103137989,0,0.084607682,43,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.136723163,-0.314816716,1500725633,9.176301301,2821253780,9.450442154,1.633468456,49183928.82,374772389,0.131236799,1500725633
43,2013,0.510940089,0,9.741124032,0.217865864,2.251916837,1.838,0.050162088,0,-0.395599482,44,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.291630021,-0.671502938,5509650268,9.741124032,1388235987,9.142463298,1.643452676,150367551.7,1200364718,0.12526822,5509650268
44,2009,4.750377836,0,9.72649892,0.163241696,1.817478121,11.699,0.443443543,0,0.035635471,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0.676728154,1.558224159,5327199000,9.72649892,30172320000,10.47960871,1.477121255,201924267,869621000,0.232198012,5327199000
44,2010,4.135475188,0,9.809373837,0.070496212,2.92514615,52.233,0.445653489,0,0.191018968,31,0,1,0,0,0,0,0,1,0,0,0,0,0,0.61652542,1.41960224,6447240000,9.809373837,35255700000,10.54722934,1.491361694,55008040.89,454506000,0.121028195,6447240000
44,2011,5.041451695,0,9.943381624,0.118975684,3.33232099,87.33,0.342803904,0,0.186711116,32,0,0,1,0,0,0,0,1,0,0,0,0,0,0.70255561,1.617694075,8777718000,9.943381624,59852700000,10.77708375,1.505149978,34455925.8,1044335000,0.032993173,8777718000
44,2012,3.722930435,0,10.08835903,0.158024492,3.312750386,46.183,0.281588393,0,0.204217649,33,0,0,0,1,0,0,0,1,0,0,0,0,0,0.570884921,1.314511109,12256290000,10.08835903,55343250000,10.74306466,1.51851394,74729424.25,1936794000,0.038584085,12256290000
44,2013,3.347489806,0,10.19428676,0.184766895,3.792315414,24.268,0.230130917,0,0.135887624,34,0,0,0,0,1,0,0,1,0,0,0,0,0,0.524719263,1.208210753,15641801000,10.19428676,61984440000,10.79228268,1.531478917,148329569.8,2890087000,0.051323566,15641801000
45,2009,0.438338111,0,9.133853547,0.196879547,1.267746339,1.646,0.041516612,0,0.164126118,35,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.358190768,-0.824764723,1360985652,9.133853547,309769045,8.491038017,1.544068044,34327772.17,267950238,0.12811249,1360985652
45,2010,0.603291477,0,9.224781032,0.253727362,1.168449796,2.299,0.051674247,0,0.245052022,36,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.21947281,-0.505354822,1677957791,9.224781032,665858694,8.823382075,1.556302501,37715183.12,425743804,0.08858657,1677957791
45,2011,0.576862407,0,9.297061398,0.267305867,1.176339031,3.101,0.072774757,0,0.20529015,37,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.238927763,-0.550151504,1981807180,9.297061398,665858694,8.823382075,1.568201724,46509363.11,529748686,0.087795146,1981807180
45,2012,0.476897762,0,9.395144463,0.308798951,1.101995392,2.329,0.06070611,0,0.282324782,38,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.321574716,-0.740453147,2483959228,9.395144463,521106804,8.716926744,1.579783597,64745170.46,767044004,0.084408678,2483959228
45,2013,0.758420409,0,9.486698873,0.306984268,1.073453175,2.188,0.058475886,0,0.109520983,39,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.120089989,-0.276517418,3066894757,9.486698873,1664646735,9.221322083,1.591064607,81964985.83,941488441,0.08705894,3066894757
46,2009,1.010966275,0,9.270239764,0.213943588,1.665047631,6.557,0.135240434,0,-0.20306375,36,1,0,0,0,0,0,0,1,0,0,0,0,0,0.004736668,0.010906582,1863115438,9.270239764,2000000000,9.301029996,1.556302501,38427411.93,398601602,0.096405563,1863115438
46,2010,1.614335141,0,9.388243381,0.192903532,1.380977787,10.602,0.106648686,0,-0.080436737,37,0,1,0,0,0,0,0,1,0,0,0,0,0,0.207993701,0.478923195,2444800250,9.388243381,3400000000,9.531478917,1.568201724,24592976.23,471610603,0.052146784,2444800250
46,2011,1.51499202,0,9.347180343,0.085718532,2.185556873,29.179,0.241825681,0,0.048826492,38,0,0,1,0,0,0,0,1,0,0,0,0,0,0.180410345,0.415410171,2224233323,9.347180343,3520000000,9.546542663,1.579783597,18433693.38,190658016,0.096684597,2224233323
46,2012,1.145622081,0,9.409378223,0.143591087,1.789217117,33.466,0.175921942,0,0.36344862,39,0,0,0,1,0,0,0,1,0,0,0,0,0,0.059041376,0.135947791,2566718395,9.409378223,3601671750,9.556504129,1.591064607,13492562.12,368557885,0.036609072,2566718395
46,2013,1.419127485,0,9.520051061,0.058062476,1.78697464,32.397,0.174285435,0,-0.038547576,40,0,0,0,0,1,0,0,1,0,0,0,0,0,0.152021411,0.350042236,3311700559,9.520051061,4241968950,9.627567485,1.602059991,17815883.38,192285535,0.092653269,3311700559
47,2009,0.821734336,0,8.276497128,0.411663574,0.97904662,15.679,0.086808426,0,0.023818269,14,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.085268565,-0.196338128,189015373,8.276497128,88620467,7.947534034,1.146128036,1046503.412,77810744,0.013449343,189015373
47,2010,0.762237549,1,8.297913295,0.375440654,1.131698732,16.528,0.066158565,0,-0.02660232,15,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.117909661,-0.271497028,198569844,8.297913295,87389627,7.941459886,1.176091259,794838.819,74551192,0.010661651,198569844
47,2011,0.588738718,1,8.334826694,0.358003221,1.118676337,3.139,0.011261608,0,0.089438636,16,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.230077402,-0.529772797,216185566,8.334826694,71388710,7.853629534,1.204119983,775596.3683,77395129,0.010021256,216185566
47,2012,0.588508004,1,8.410797688,0.311514066,1.129055344,6.786,0.014565392,0,0.488377437,17,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.230247626,-0.530164751,257512128,8.410797688,78773749,7.896381515,1.230448921,552721.0433,80218650,0.006890181,257512128
47,2013,0.580765444,1,8.508276157,0.344105665,1.078971999,2.733,0.009423578,0,-0.143559442,18,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.235999233,-0.543408315,322311764,8.508276157,82466268,7.916276341,1.255272505,1111353.824,110909304,0.010020384,322311764
48,2009,0.548800262,0,9.639092017,0.307279553,0.925496011,0.474,0.012565002,0,0.008126839,28,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.26058569,-0.600020725,4356041586,9.639092017,1551615099,9.190783997,1.447158031,115471877.6,1338522510,0.086268163,4356041586
48,2010,0.476774548,0,9.617279592,0.174254916,2.425562439,0.702,0.011825108,0,0.188355805,29,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.321686937,-0.740711545,4142662870,9.617279592,1704591236,9.231620251,1.462397998,69782672.36,721879369,0.096668052,4142662870
48,2011,0.366125266,0,9.566664154,0.014440267,2.489323535,-4.515,-0.032406021,0,0.259543889,30,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.4363703,-1.004779747,3686923736,9.566664154,1092686690,9.038495653,1.477121255,26462575.64,53240163,0.497041597,3686923736
48,2012,0.350127503,0,9.618502401,0.103102554,1.410998458,-19.368,-0.114335141,0,-0.256633372,31,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.455773773,-1.049457895,4154343483,9.618502401,1092686690,9.038495653,1.491361694,24524341.59,428323423,0.057256597,4154343483
48,2013,0.334222607,0,9.627615663,0.09256657,1.277836309,-17.861,-0.145850134,0,0.196075192,32,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.475964178,-1.095948021,4242439549,9.627615663,1092686690,9.038495653,1.505149978,34643098.2,392708078,0.088215904,4242439549
49,2009,0.551191407,0,9.174580489,0.162298659,2.039925479,4.456,0.090001825,0,0.054319778,15,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.258697561,-0.595673148,1494791050,9.174580489,806172361,8.906427905,1.176091259,30191634.2,242602583,0.12444894,1494791050
49,2010,0.431064278,0,9.292087217,0.139719028,1.528103077,4.56,0.072695535,0,-0.191196604,16,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.365457965,-0.841498063,1959238097,9.292087217,491433837,8.691465056,1.204119983,31234180.26,273742843,0.114100445,1959238097
49,2011,0.701234531,0,9.171896311,0.100261807,2.303360299,3.463,0.039295931,0,0.096971759,17,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.154136706,-0.354912882,1485580913,9.171896311,795128904,8.900437541,1.230448921,16857431.42,148947027,0.113177361,1485580913
49,2012,0.647100002,0,9.245008845,0.248932336,1.778309577,5.793,0.044527779,0,0.19438471,18,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.189028599,-0.435254434,1757959418,9.245008845,828259275,8.918166308,1.255272505,13512520.11,437612944,0.030877789,1757959418
49,2013,0.623338095,0,9.322385099,0.252841371,1.564149881,5.742,0.055566612,0,0.398535877,19,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.205276331,-0.472666219,2100801886,9.322385099,988389402,8.99492808,1.278753601,20329927.38,531169629,0.038273889,2100801886
50,2009,2.902403625,0,8.877501332,0.213209293,1.14313803,48.83982109,0.236009775,0,-0.260387961,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0.462757808,1.06553923,754225709,8.877501332,1921581720,9.283658859,1.176091259,3644662,160807930,0.022664691,754225709
50,2010,2.768815065,0,8.846192,0.164192954,0.581583179,55.10834162,0.274981379,0,0.029635553,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0.442293949,1.018419454,701765478,8.846192,1785469682,9.25175248,1.204119983,3501692,115224947,0.030390051,701765478
50,2011,5.745129142,0,8.838443936,0.178762704,1.264329083,59.65751071,0.297191861,0,0.27639445,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0.759299795,1.74835239,689356597,8.838443936,4083361155,9.611017793,1.230448921,3434122,123231249,0.027867298,689356597
50,2012,7.350433252,0,8.867087436,0.199761332,0.930605485,105.620091,0.390443387,0,0.204339722,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0.866312938,1.994759257,736355332,8.867087436,6085008780,9.784261209,1.255272505,2722068,147095322,0.01850547,736355332
50,2013,6.627008161,0,8.931334814,0.223110995,0.761902917,125.5198636,0.419786363,0,0.014055255,19,0,0,0,0,1,0,0,0,0,1,0,0,0,0.821317505,1.891153445,853758054,8.931334814,6245140590,9.79554222,1.278753601,2855293,190482809,0.014989767,853758054
51,2009,2.291564077,0,9.816194884,0.863299742,3.076747482,3.487,0.133153772,0,-0.086878974,28,1,0,0,0,0,0,1,0,0,0,0,0,0,0.360132006,0.829234588,6549300000,9.816194884,10932563080,10.03872199,1.447158031,250090048.8,5654009000,0.04423234,6549300000
51,2010,1.274622523,0,9.881064211,0.853898809,1.521118419,1.059,0.075489451,1,0.176208703,29,0,1,0,0,0,0,1,0,0,0,0,0,0,0.105381588,0.242650075,7604387000,9.881064211,5459491135,9.737152165,1.462397998,542068933,6493377000,0.08348028,7604387000
51,2011,0.931269446,0,10.02825212,0.763058445,2.162980561,0.903,0.03520498,1,0.155433275,30,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.030924645,-0.071206628,10672155000,10.02825212,1249779617,9.096833437,1.477121255,416071982.3,8143478000,0.051092664,10672155000
51,2012,0.885846412,0,10.03803579,0.816771514,1.874526401,0.654,0.028671785,1,-0.075713042,31,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.052641569,-0.121211693,10915302957,10.03803579,755949853,8.878492987,1.491361694,478533981.7,8915308524,0.053675538,10915302957
51,2013,0.94285024,0,10.11085626,0.827281604,1.406570917,0.379,0.013977796,0,-0.010799452,32,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.025557284,-0.058847821,12907919864,10.11085626,1591329145,9.201760017,1.505149978,476053501.3,10678484646,0.044580623,12907919864
52,2009,1.217563318,0,8.142414503,0.541446948,0.517243888,-8.687,-0.636704208,0,-0.277808834,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0.085491555,0.196851581,138808002,8.142414503,92856775,7.967813596,1.431363764,10173781.4,75157169,0.135366746,138808002
52,2010,1.086718293,0,8.144586044,0.551941495,1.414583836,1.324,0.095171084,0,0.426321685,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0.036116978,0.083162414,139503802,8.144586044,92856775,7.967813596,1.447158031,10027740.18,76997937,0.130233881,139503802
52,2011,0.796122227,0,8.189505889,0.4865021,3.319961864,2.523,0.072152299,0,0.734505793,29,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.099020251,-0.228002553,154705548,8.189505889,102142453,8.009206283,1.462397998,4424241.379,75264574,0.058782521,154705548
52,2012,0.68162931,0,8.347052454,0.336761536,3.708535724,3.31,0.077979246,0,0.166177338,30,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.166451743,-0.383269302,222357844,8.347052454,94713911,7.97641377,1.477121255,5238458.308,74881569,0.069956578,222357844
52,2013,1.657017728,0,8.406684999,0.310326043,1.093681312,2.809,0.067053002,0,0.296513994,31,0,0,0,0,1,1,0,0,0,0,0,0,0,0.219327155,0.505019437,255085046,8.406684999,371427100,8.569873587,1.491361694,6089077.252,79159533,0.076921591,255085046
53,2009,2.678700526,1,9.71544929,0.268005035,1.854374729,1.22,0.037579631,0,0.460294696,34,1,0,0,0,0,0,0,0,0,0,0,0,1,0.427924163,0.985331799,5193370299,9.71544929,13908469376,10.14327934,1.531478917,159971261.5,1391849390,0.114934319,5193370299
53,2010,0.927828379,1,9.774843312,0.342898524,1.807290243,1.753,0.052788734,0,0.568995088,35,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.032532348,-0.0749085,5954472753,9.774843312,8822824064,9.945607619,1.544068044,179309229.9,2041779919,0.087820058,5954472753
53,2011,1.024477141,1,10.06444728,0.167221347,3.304462857,3.322,0.04655026,0,0.132957057,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0.010502272,0.024182376,11599714044,10.06444728,10479511552,10.02034104,1.556302501,162543560.2,1939719812,0.083797443,11599714044
53,2012,0.848710548,1,10.06535549,0.122936,3.598814062,3.423,0.028256372,0,0.081644783,37,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.0712404,-0.164037084,11623997044,10.06535549,10402456320,10.0171359,1.568201724,95954420.39,1429007703,0.067147588,11623997044
53,2013,0.827859741,1,10.16057912,0.129995423,2.064717274,-0.029,-0.000165421,0,0.11826972,38,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.082043237,-0.188911534,14473684986,10.16057912,9940124928,9.997391843,1.579783597,82560172.41,1881512798,0.043879676,14473684986
54,2009,1.806576922,0,8.889358756,0.29504709,3.050226212,11.76550475,0.147196836,0,0.069060934,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0.256856458,0.591433851,775101819,8.889358756,1310400000,9.117403884,0.477121255,9697207,228691536,0.042402999,775101819
54,2010,1.623359375,0,8.926102274,0.253111431,3.716746292,15.75052817,0.182410133,0,0.046384984,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0.210414674,0.484497691,843533382,8.926102274,1288000000,9.109915863,0.602059991,9769135,213507941,0.045755371,843533382
54,2011,2.003866759,0,8.960734656,0.213482436,4.830378774,16.22142644,0.182063017,0,0.118361345,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0.301868841,0.695078693,913554910,8.960734656,1892800000,9.277104727,0.698970004,10253387,195027928,0.052573942,913554910
54,2012,2.109723121,0,9.025683183,0.219757101,4.310206857,20.10045517,0.192735351,0,0.013154833,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0.324225463,0.746556717,1060921335,9.025683183,2464000000,9.391640703,0.77815125,10172757,233144997,0.043632748,1060921335
54,2013,1.790647889,0,9.069376997,0.00950836,4.241750229,16.37070233,0.149808027,0,0.001940307,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0.253010195,0.582577503,1173213352,9.069376997,1892800000,9.277104727,0.84509804,10736056,11155335,0.962414486,1173213352
55,2009,0.959970117,0,8.215202173,0.318269302,1.406639976,7.568,0.161080444,0,0.239051427,41,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.017742286,-0.040853123,164135368,8.215202173,142550100,8.153967526,1.612783857,3493525.106,52239249,0.066875485,164135368
55,2010,1.05342025,0,8.308798443,0.259855599,1.762574781,7.37,0.191334582,0,0.291745384,42,0,1,0,0,0,0,0,1,0,0,0,0,0,0.022601662,0.052042251,203609690,8.308798443,195657000,8.29149539,1.62324929,5285966.757,52909118,0.099906537,203609690
55,2011,1.0744449,0,8.373762352,0.225986868,1.903643405,7.263,0.172723434,0,0.172250265,43,0,0,1,0,0,0,0,1,0,0,0,0,0,0.031184149,0.071804156,236462541,8.373762352,244571250,8.388405403,1.633468456,5623381.798,53437429,0.105233016,236462541
55,2012,0.9828643,0,8.435212183,0.176616745,2.410913604,12.051,0.191876889,0,0.08734668,44,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.007506439,-0.017284215,272403186,8.435212183,272522250,8.435401966,1.643452676,4337223.135,48110964,0.09015041,272403186
55,2013,1.070073205,0,8.533665318,0.185353362,2.328709766,14.345,0.163539034,0,0.257733256,45,0,0,0,0,1,0,0,1,0,0,0,0,0,0.029413489,0.067727062,341716003,8.533665318,359869125,8.556144588,1.653212514,3895706.169,63338210,0.061506414,341716003
56,2009,0.871724821,0,9.620372717,0.236464632,1.53385585,9.574,0.168337019,0,0.149755716,27,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.059620588,-0.137281478,4172273000,9.620372717,2339597650,9.369141176,1.431363764,73359933.15,986595000,0.074356685,4172273000
56,2010,0.625371047,0,9.560497963,0.228084544,1.604342118,2.355,0.043279873,0,0.120164026,28,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.203862229,-0.46941013,3634946000,9.560497963,1655715260,9.218985652,1.447158031,66802547.77,829075000,0.080574795,3634946000
56,2011,0.528917303,0,9.633334511,0.240202211,1.245899817,0.807,0.015391258,0,0.012786714,29,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.276612226,-0.636923187,4298674000,9.633334511,1251720221,9.097507268,1.462397998,81985130.11,1032551000,0.079400562,4298674000
56,2012,0.746859894,0,9.622370714,0.230285157,1.369952267,3.669,0.077188375,0,-0.139229316,30,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.126760861,-0.29187767,4191512000,9.622370714,2408505000,9.381747552,1.477121255,88180975.74,965243000,0.091356245,4191512000
56,2013,1.320928943,0,9.628211497,0.179921257,1.597374562,7.232,0.09181162,0,0.026556351,31,0,0,0,0,1,0,1,0,0,0,0,0,0,0.120879456,0.278335234,4248264000,9.628211497,4999472500,9.698924184,1.491361694,53932522.12,764353000,0.070559705,4248264000
57,2009,1.595649679,1,9.573429725,0.167747293,3.43107738,5.78,0.109257699,0,0.18556725,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0.202937549,0.467280975,3744809454,9.573429725,6255308708,9.796248748,0.954242509,70787070.07,628181650,0.11268567,3744809454
57,2010,2.778045343,1,9.632016235,0.136054189,4.417229129,11.675,0.179705605,0,0.233483139,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0.44373933,1.021747566,4285645408,9.632016235,18612107059,10.26979554,1,65966124.45,583080011,0.113133915,4285645408
57,2011,2.290879278,1,9.850601673,0.152655085,1.423792637,9.09,0.17829915,0,0.131631159,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0.360002204,0.828935708,7089272539,9.850601673,21996126524,10.34234621,1.041392685,139055145,1082213500,0.128491416,7089272539
57,2012,2.597311985,1,9.999546689,0.088969497,5.422059722,49.991,0.392513256,0,0.237440318,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0.414524119,0.954477058,9989567564,9.999546689,31302180053,10.49557459,1.079181246,78434872.08,888766800,0.088251352,9989567564
57,2013,2.31719124,1,10.10581942,0.143986511,4.307719641,18.289,0.156607516,0,0.125983139,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0.364961878,0.84035578,12759081659,10.10581942,43992253048,10.6433762,1.113943352,109255185.6,1837135653,0.059470396,12759081659
58,2009,0.762394663,0,10.00092168,0.572224185,0.471944523,-0.816,-0.063551665,1,-0.134770524,38,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.117820153,-0.271290927,10021244911,10.00092168,5032429691,9.701777716,1.579783597,780474019.6,5734398699,0.136103899,10021244911
58,2010,0.82540472,0,10.05803808,0.322103835,0.612770372,0.87,0.021115042,1,0.698683744,39,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.083333052,-0.191881443,11429785443,10.05803808,7223971934,9.85877605,1.591064607,277402762.1,3681577730,0.075348881,11429785443
58,2011,0.587200067,0,10.23197306,0.401953891,0.633592613,2.305,0.033600554,1,1.881774882,40,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.231213903,-0.532389687,17059765706,10.23197306,3327897239,9.522169907,1.602059991,248684415.6,6857239209,0.036265968,17059765706
58,2012,0.434186489,0,10.29318138,0.417770762,0.670838854,2.108,0.091894128,1,0.383135436,41,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.362323695,-0.834281138,19641804259,10.29318138,3124977149,9.494846846,1.612783857,856245956.4,8205771542,0.104346794,19641804259
58,2013,0.408406676,0,10.44550143,0.322153632,0.688158026,4.308,0.157037543,1,0.137641348,42,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.388907168,-0.895491847,27893398634,10.44550143,4464253069,9.649748806,1.62324929,1016785236,8985959682,0.113152659,27893398634
59,2009,0.818843214,0,9.472174368,0.019269581,1.935343909,33.652,0.159726394,0,0.136109791,14,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.086799246,-0.199862649,2966022000,9.472174368,2622000007,9.418632689,1.146128036,14077974.56,57154000,0.246316523,2966022000
59,2010,0.474122009,0,9.509436682,0.00751607,1.926801617,24.829,0.112801703,0,0.092259913,15,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.324109884,-0.746290587,3231742000,9.509436682,2031480000,9.307812551,1.176091259,14682266.7,24290000,0.604457254,3231742000
59,2011,0.980598994,0,9.638044352,0.00663645,1.979994325,55.984,0.10842366,0,0.260407697,16,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.008508557,-0.019591676,4345546000,9.638044352,4740120000,9.675789336,1.204119983,8415975.993,28839000,0.291826207,4345546000
59,2012,1.993975639,0,9.69226045,0.017814945,1.813676077,58.874,0.111581232,0,0.168264504,17,0,0,0,1,0,0,0,0,0,0,0,0,1,0.299719848,0.690130454,4923347044,9.69226045,10834560000,10.03481128,1.230448921,9330997.214,87709158,0.106385666,4923347044
59,2013,1.25146052,0,9.739893409,0.021925875,1.875126638,47.902,0.115772467,0,0.088861876,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0.097417153,0.224311285,5494060139,9.739893409,7584192000,9.879909319,1.255272505,13278378.65,120462075,0.110228706,5494060139
60,2009,2.121816452,0,7.984287989,1.978319144,0.41562901,-5.761373679,-0.035090534,0,-0.056636249,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0.326707813,0.752272539,96446837,7.984287989,5795924,6.763122682,0.602059991,19498626,190802624,0.102192651,96446837
60,2010,1.012448122,0,8.052402902,2.070445244,0.420387466,-0.484512297,-0.29470634,0,0.112653531,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0.005372779,0.012371281,112824366,8.052402902,29262495,7.466311352,0.698970004,16110061,233596672,0.068965285,112824366
